Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Dishwasher""",3.0," Jun 16, 2016",Past,Dishwasher/Prep Cook,"Santa Rosa, CA",No,Yes,Neutral,,Less than a year,"Good food, modern well-stocked kitchen, good-natured coworkers who do their best to watch each others' backs...at least in the dish pit.","Understaffed, high turnover, absurd hours.<br><br>For example, every time we would begin to make progress in the backed-up dish pit, management would send a dishwasher or two home. This meant whoever was left would be working overtime to accomplish what would otherwise have been done at the end of the night.<br><br>Also, as my manager explained to me, the work week technically ended Tuesday night, so it was not unheard of for me to work an eight hour shift till past midnight, then be forced to stay till four in the morning working overtime to not only finish the dish pit, but to finish closing the stations of the cooks who had been sent home early...and then still be expected to show up at 7:30AM the next (oops, the same) day!<br><br>I quit after the third month working here, as my sleep debt was accumulating faster than I could manage it, and as much as I enjoyed many aspects of this job, I was left feeling anxious and depressed over putting my all into it and being taken advantage of as a result.<br><br>The last straw was when much of the full-time staff had their hours cut ""because of Obamacare"". This was so the restaurant would not have to provide benefits to its dishwashers.",Don't work your dishwashers so damn hard.
"""Unhappy""",1.0," Jul 9, 2016",Past,Server,"Jacksonville, FL",No,No,Neutral,Part-time,Less than a year,Non I can say concept needed to be improved,Managers at this store were horrible work conditions unsafe I fell and they laughed and joked about it still have problem moving arm 3 Years ago,All need to be replaced
"""Hostess""",5.0," May 26, 2016",Past,Host/Hostess,"San Antonio, TX",Yes,Yes,Neutral,Full-time,Less than a year,"Free food after each shift, easy to get shifts covered, good management, fun environment, discounts, easy to get off early if needed","It's hard as a hostess to even be considered to move up to waiter/waitress, can be really stressful when it's a busy time/day",
"""Server""",5.0," May 26, 2016",Past,Anonymous Employee,"Folsom, CA",Yes,Yes,Yes,Part-time,,Fast Pace Great managers and allows for flexibility with schedule,Shifts can be very short sometimes,
"""Line cook""",4.0," May 12, 2016",Current,Line Cook,"Henderson, NV",Yes,Yes,Neutral,Part-time,,Free food before or after shift. Flexible hours the management is willing to work with you for time off and will go above and beyond to help out as long as you are doing your job and taking care of your responsibilities.,Long shifts which as a cook is expected. It's hard sometimes to work in an efficient manner when not all employees are contributing as team players.,Promote more from within instead of hiring outside help. My current location has gone through 6 app cooks in the last month instead of training current employees willing and eager to learn and have the ability to put out great food every time.
"""Good Company""",4.0," May 16, 2016",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than 3 years,They seem to care about their employees; High ticket totals,"Extremely annoying practices such as not using trays, no auto-gratuity regardless of the size of the party (I've heard this may be an industry-wide thing), and routine double shifts due to high turnover.","Train your hostesses better. There is routine seating in unoccupied sections, little to no communication with servers, and uneven seating between servers. Very often some people will be double or triple sat while others are not being sat at all."
"""lack of help""",2.0," May 20, 2016",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 5 years,let's be honest but the job. it just that a job.,there is so much that i can and will say about this job but if i will tell it all. they will shut the business down. the company robes you out of your over times hours. it was hard to get my vacations time after been there over 4.5 years. then hours only give to their chosen favorite .,do your jobs and stop hiding behind your employee like you are working when directors enter in the buildings
"""BJ's""",4.0," May 2, 2016",Past,Senior Manager,"Norman, OK",Yes,Yes,Neutral,Full-time,More than 3 years,"Great company, huge growth potential, and worked with a lot of really amazing people. BJ's does a great job of taking care of all the guests and goes beyond for their loyalty members.",Nothing negative to say about the company. They treated me very well and I truly enjoyed my job. Sometimes they can be aggressive with new roll outs before all the kinks are worked out.,"Keep doing what you do. It is a challenge, but it is well worth the reward at the end. Very good team here."
"""Busser""",4.0," Apr 26, 2016",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,Less than a year,"Friendly environment, that serves great food",Not much training done. Hard to learn from the beginning but things were picked up on,Encourage potential growth for employees
"""Good""",3.0," May 8, 2016",Past,Anonymous Employee,,Yes,Yes,Neutral,,More than a year,Great place Great pay friendly employee,Good place great management good employee,
"""hostess""",4.0," Apr 22, 2016",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than a year,"a lot of hours, free food for the hostesses, great team",hostesses don't get tip out,
"""Good job with a growing company. Rare in this industry right now.""",5.0," Apr 17, 2016",Current,Senior Manager,"Brentwood, CA",Yes,Yes,Neutral,Part-time,Less than a year,RSC support. Busy restaurants mean plenty of staff. Sales building focus. Labor is not stressed as much as sales. Many companies are all about cutting labor. This company is very different.,"Late closing time means long nights at work. Training in the kitchen can be difficult for some. Restaurants do not have ""extra"" managers meaning everybody has to work hard.",Keep up the good work.
"""Overworked, underappreciated""",2.0," Apr 24, 2016",Past,Management,"Las Vegas, NV",No,No,Neutral,Full-time,More than 8 years,"Cutting edge systems, high tech equipment, fun culture.","Long hours (more than 10 a day), micromanaged, focused on negative reinforcement, devalues hard work, blame shifts down the ladder.",Pay attention to competitive wages to keep turn over down for better quality employees. All the touch screens and flashy electronics mean nothing compared to the passion of dedicated worker.
"""server/cocktail server""",4.0," Apr 6, 2016",Current,Cocktail Server,"Laguna Hills, CA",Yes,Yes,Neutral,Part-time,More than 3 years,Family work environment. Lots of experienced employees,"Like any restaurant, it can be a bit cliquey at times.",
"""Server""",1.0," May 13, 2016",Past,Food Server,"Pittsburgh, PA",No,No,Yes,Part-time,More than a year,Flexible schedule and nice co workers really are the only pros. You can make great money. You also get a 50 percent discount on food if you are a server or bartender. Kitchen and hostesses eat for free .,Extremely disorganized . Not everyone is held to the same standards. Management does play favorites. The menu is too big for the kitchen to make quality items and there are a lot of guest complaints. They are always understaffed. There is no warning when you apply but servers will be pulled for one shift a week to food run. Your wage for this is still 2.83 an hour and you get 1.25 of the servers sales . That means you can work 8 hours for forty dollars. I'm in Pennsylvania . It will vary depending on the server minimum for each state.,Pay attention. Respect the people that are willing to work hard for you. Care more. Treat everyone like they matter .
