Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Service Manager""",3.0," May 22, 2017",Past,Service Manager,"Denver, CO",No,Neutral,Neutral,Part-time,,They have a great management program that allows to grow in the company,There is always a dilemma of extra hours that employees are in a way force to work more than they are scheduled.,Be more consistent with the management of schedules.
"""Great Benefits, Incompetent Manager""",3.0," May 23, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 5 years,"Free meal every time you worked that day, long hours, and good environment. People were really fun to work with, everyone except the manager.","Manager had no idea how to lead a team, cooks were a pain to work with. Scheduling was a pain in the butt, barely any sick days.",Hire managers that actually have experience
"""Crew Member""",4.0," May 7, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than a year,"Friendly staff, flexible with schedule, and salary is good.","Demanding job, and very fast paced.",
"""Chipotle experience""",4.0," May 5, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,Less than a year,"Great atmosphere, crew and management were dedicated and passionate about obtaining store goals and standards",short staffed due to criteria of hiring,
"""Chipotle sucks""",2.0," May 20, 2017",Current,Takeout Specialist,"Oakland, CA",Yes,Yes,Yes,,Less than a year,"The free meals, and the interaction with other employees. You kinda feel like a big family","They expect too much, they want too much, and they work you too much, hard to get day off.",Be a tad bit more smooth on your employees maybe they'll become better in what they do.
"""Good place""",4.0," May 5, 2017",Current,Crew Member,,No,Yes,Yes,Part-time,More than a year,Free lunch great management,People call of a lot,
"""crew""",5.0," May 3, 2017",Current,Crew Member,"Shakopee, MN",Yes,Yes,Yes,Part-time,,Had a great time with the crew. Things/days go by smoothly unless the crew works together and helps out each other,had bad times only because crew wasn't working together.,
"""Great place to work""",5.0," May 3, 2017",Current,Crew Member,,No,Neutral,Neutral,Full-time,Less than a year,Crew always works very hard together.,Being busy can be rough but its adjustable,To give more feedback to crew members.
"""Never scheduled me or talked to me??? Why???""",3.0," May 17, 2017",Past,Crew,"Nashville, TN",Yes,Neutral,Neutral,Part-time,,Free food. Nice breaks. Good money.,I could never get in touch with my manager. I went weeks without being scheduled. The coworkers were antisocial.,Learn to communicate with your staff better because I did not know why I wasn't being scheduled. I couldn't get a hold of you ever. It was very frustrating and I was constantly broke.
"""Service Manager""",4.0," May 2, 2017",Current,Service Manager,"Woodhaven, MI",Yes,Neutral,Neutral,Full-time,More than 3 years,Fun work environment and good pay. Always opportunities to move up in the company,All it takes is one person to clog up the pipe line to upper management and it causes several people not to be able move up.,
"""Service Manager""",4.0," May 3, 2017",Past,Service Manager,"Greenville, NC",Yes,Neutral,Neutral,Full-time,More than a year,"Great pay, amazing people. I've made friends that will last a life time. Tuition reimbursement for managers. Fun, encouraging work environment!",Company is slowly getting away from the culture and ideals that initially made it great. With Monty stepping down there has been a noticeable change even at the store level. Job has slowly became less enjoyable,
"""Good environment and hard working people""",4.0," May 3, 2017",Past,Crew Member,"Azusa, CA",No,Neutral,Yes,Part-time,More than a year,Great work culture and managers are supportive.<br>Awesome manager<br>Free meal during break<br>Flexible schedule<br>Good Performance = fast promotion,Expected to do well and a lot<br>Stressful<br>A lot of knowledge to know as you go up the chain,Constantly encourage workers and motivate them! Work can be overwhelming
"""Not difficult, but hard work (and often underpaid)""",4.0," Apr 29, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 5 years,Advancement opportunities<br>Better pay &amp; benefits as you move up<br>Co-workers that care about the job and the team they work with,"Like anywhere else, you may end up in a bad situation with poor training or support, which can lead to unfairness in terms of advancement or promotion (taking longer than it should, being promised a reward when reaching a goal and not receiving the proper support to achieve it)<br>Being overworked (60+ hours minimum)","While I know that Chipotle's focus is still Food Safety, I've heard (and seen) too many people lose their job and/or leave the company because of how strict and complicated the procedures currently are. Yes, it's less complicated than when we first started, but it's still overwhelming at times (my restaurant always got 80+ on food safety from both corporate and an independent food safety evaluation company) especially when we don't have the proper support (such as staffing, enough managers/trainers to properly train the team or lack of those with great knowledge, etc.).<br><br>Another thing to note is that while we scream ""Great guest experience"" all day long, why we don't use more of our money to give hours to those that are really committed and wants overtime. I've seen so many people that were motivated to help out, and then we turned them down because we weren't allowed to give overtime. What's the point when we still can't accomplish what Steve said because we want to ""save money on labor""?"
"""Crew Member""",5.0," May 2, 2017",Current,Crew Member,"South Elgin, IL",Yes,Yes,Neutral,Full-time,More than a year,"The people, the food, the discount, the work",I have no downsides working here.,
"""THEY SUCK!! 33rd street 2nd Ave""",1.0," Jun 7, 2017",Past,Anonymous Employee,,No,No,Yes,Full-time,,The pay is great.,33rd street 2nd Ave chipotle managers were HORRIBLE!! They were so racist and favoritism was also another problem!! I hated working there I am so happy I quit.,"THEY NEED NEW MANAGERS!! They need to fire Every last manager at 33rd street 2nd Ave, they used to let us smoke weed with the coworkers inside of chipotle bathrooms and also smoke with us."
"""Crew Member""",4.0," May 1, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,,Flexible time schedule<br>Positive environment<br>Nice Co-workers,Bad communication with new events happening in the store<br>No actually benefit,
"""Line""",4.0," May 1, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,- Free meal every shift<br>- Friendly coworkers,"- When it gets busy, IT GETS BUSY<br>- Sometimes they make you stay past your hours<br>- Closing is a very labor intensive task",- Hire specific people to clean at the end of the night
"""Good environment, ambiguous termination policy""",4.0," May 1, 2017",Past,General Laborer,,No,No,Neutral,Full-time,More than a year,"Good people, free food per shift, growth opportunities for those talented in all areas needed (food preparation, cooking, personnel management, accounting, business management). Business plan and mission statement admirable. Expectations of employees suitable for up-and-coming employees seeking growth potential, with expectations this will not be considered nor treated as a dead-end job. Uninspired and apathetic need not apply.","Constant remote video monitoring awkward, ambiguous assessment criteria to define 'top performers' for both accolades and termination (I resigned, not fired; but employees / management duly terminated under immediate effect under this 'top performer' criteria not being met). Observed great demands with little consideration for work/life balance for management (not my role).","Provide salaried positions greater flexibility and support; sole managers for locations observed to have remarkably long hours which appeared to affect their ability to provide leadership by example. Regional management appeared to provide little positive feedback, detracting from a positive environment for which this business is known. This is based purely on my observation, not communication / input from location management."
